Name,type,organ,mouse_index,median_FC
Cdkal1,unknown,07-Brain stem,J109,0.912767884
NC4,control,07-Brain stem,J109,0.936729485
Trmt10b,unknown,07-Brain stem,J109,0.929906542
Rpusd4,unknown,07-Brain stem,J109,0.780689363
Elp3,unknown,07-Brain stem,J109,0.869900512
Tprkb,unknown,07-Brain stem,J109,0.64094338
Trmt112,unknown,07-Brain stem,J109,0.644093773
Ythdc1-1,unknown,07-Brain stem,J109,0.674548129
Tgs1,unknown,07-Brain stem,J109,0.557042254
Mettl3-1,unknown,07-Brain stem,J109,1.102052291
Alkbh3-2,unknown,07-Brain stem,J109,1.043032787
NC5,control,07-Brain stem,J109,1.050913371
Ythdf1-2,unknown,07-Brain stem,J109,0.96456138
Mettl1,unknown,07-Brain stem,J109,0.682325616
Fto-1,unknown,07-Brain stem,J109,0.491681357
Nfs1,unknown,07-Brain stem,J109,0.345605266
Gon7-1,unknown,07-Brain stem,J109,0.43555144
Cmtr1,unknown,07-Brain stem,J109,0.703002514
Bcdin3d,unknown,07-Brain stem,J109,0.908606672
Txn1,unknown,07-Brain stem,J109,0.710945067
NC6,control,07-Brain stem,J109,1.044410813
Mepce,unknown,07-Brain stem,J109,0.426106288
Mettl2,unknown,07-Brain stem,J109,1.043641051
Iscu,unknown,07-Brain stem,J109,0.402757725
Trmt61b,unknown,07-Brain stem,J109,0.908209046
Alkbh8,unknown,07-Brain stem,J109,1.007878447
Mrm3,unknown,07-Brain stem,J109,0.966965907
Elp1,unknown,07-Brain stem,J109,0.625875941
Bud23,unknown,07-Brain stem,J109,0.483317021
Hsd17b10,unknown,07-Brain stem,J109,0.584798146
NC7,control,07-Brain stem,J109,0.966698687
Adat3,unknown,07-Brain stem,J109,0.838680306
Trdmt1,unknown,07-Brain stem,J109,1.178163723
Gon7-2,unknown,07-Brain stem,J109,1.198225062
Mettl6,unknown,07-Brain stem,J109,0.786198016
Thumpd1,unknown,07-Brain stem,J109,1.076108871
Wdr4,unknown,07-Brain stem,J109,0.607815807
Alkbh5,unknown,07-Brain stem,J109,0.936123348
Trmt61a,unknown,07-Brain stem,J109,0.704744099
Trit1,unknown,07-Brain stem,J109,0.934655206
NC8,control,07-Brain stem,J109,0.849069204
Ythdc1-2,unknown,07-Brain stem,J109,0.723553619
Tfb1m,unknown,07-Brain stem,J109,1.08847708
Trmt6,unknown,07-Brain stem,J109,0.469818489
Trmt10a,unknown,07-Brain stem,J109,1.296270197
Pus3,unknown,07-Brain stem,J109,0.932323558
Urm1,unknown,07-Brain stem,J109,1.114274258
Alkbh3-1,unknown,07-Brain stem,J109,0.996376286
Qtrt2,unknown,07-Brain stem,J109,1.266284996
Mettl16,unknown,07-Brain stem,J109,0.36609714
Snu13,unknown,06-Hypothalamus,I362,1.117251372
Polr2a,positive control,06-Hypothalamus,I362,0.540394637
Trp53rkb,unknown,06-Hypothalamus,I362,0.890084565
Fbl,unknown,06-Hypothalamus,I362,0.976141506
Tyw5,unknown,06-Hypothalamus,I362,1.087547674
Trmu,unknown,06-Hypothalamus,I362,1.23653012
Ftsj1,unknown,06-Hypothalamus,I362,1.284405456
Mrm1,unknown,06-Hypothalamus,I362,1.25950398
NC1,control,06-Hypothalamus,I362,1.035270339
Cmtr2,unknown,06-Hypothalamus,I362,1.178548302
Ythdf1-1,unknown,06-Hypothalamus,I362,1.093809557
Fto-2,unknown,06-Hypothalamus,I362,1.174040516
Lage3,unknown,06-Hypothalamus,I362,0.867087626
Alkbh3-3,unknown,06-Hypothalamus,I362,1.003290244
Adat2,unknown,06-Hypothalamus,I362,0.966356604
Osgep,unknown,06-Hypothalamus,I362,0.338261674
Pus10,unknown,06-Hypothalamus,I362,1.018066319
Nsun2,unknown,06-Hypothalamus,I362,1.034049947
NC2,control,06-Hypothalamus,I362,0.998897388
Rnmt,unknown,06-Hypothalamus,I362,0.996015215
Pus7,unknown,06-Hypothalamus,I362,0.712209146
Mettl3-3,unknown,06-Hypothalamus,I362,1.056055872
Trmt5,unknown,06-Hypothalamus,I362,0.817564521
Mettl14,unknown,06-Hypothalamus,I362,1.210014866
Qtrt1,unknown,06-Hypothalamus,I362,0.944552579
Trmo,unknown,06-Hypothalamus,I362,0.95509669
Mrm2,unknown,06-Hypothalamus,I362,0.806031934
Dimt1,unknown,06-Hypothalamus,I362,0.815630704
NC3,control,06-Hypothalamus,I362,0.886678697
Nsun4,unknown,06-Hypothalamus,I362,0.801248455
Dcps,unknown,06-Hypothalamus,I362,1.060251102
Ctu1,unknown,06-Hypothalamus,I362,0.689195381
Trmt10c,unknown,06-Hypothalamus,I362,0.841489009
Mettl3-2,unknown,06-Hypothalamus,I362,1.07903838
Adat1,unknown,06-Hypothalamus,I362,0.754920496
Trp53rka,unknown,06-Hypothalamus,I362,0.658470724
Thg1l,unknown,06-Hypothalamus,I362,0.223929362
Cdkal1,unknown,06-Hypothalamus,I362,0.842488881
NC4,control,06-Hypothalamus,I362,1.004244482
Trmt10b,unknown,06-Hypothalamus,I362,0.999290929
Rpusd4,unknown,06-Hypothalamus,I362,0.984507577
Elp3,unknown,06-Hypothalamus,I362,0.817561299
Tprkb,unknown,06-Hypothalamus,I362,0.606489619
Trmt112,unknown,06-Hypothalamus,I362,0.722599386
Ythdc1-1,unknown,06-Hypothalamus,I362,0.678490477
Tgs1,unknown,06-Hypothalamus,I362,0.498293786
Mettl3-1,unknown,06-Hypothalamus,I362,0.922613531
Alkbh3-2,unknown,06-Hypothalamus,I362,0.933154821
NC5,control,06-Hypothalamus,I362,0.988948378
Ythdf1-2,unknown,06-Hypothalamus,I362,1.022825342
Mettl1,unknown,06-Hypothalamus,I362,0.796237954
Fto-1,unknown,06-Hypothalamus,I362,0.692328613
Nfs1,unknown,06-Hypothalamus,I362,0.497083011
Gon7-1,unknown,06-Hypothalamus,I362,0.441680436
Cmtr1,unknown,06-Hypothalamus,I362,0.779473684
Bcdin3d,unknown,06-Hypothalamus,I362,0.876594515
Txn1,unknown,06-Hypothalamus,I362,0.893860846
NC6,control,06-Hypothalamus,I362,0.972969203
Mepce,unknown,06-Hypothalamus,I362,0.577082548
Mettl2,unknown,06-Hypothalamus,I362,0.93434664
Iscu,unknown,06-Hypothalamus,I362,0.476565865
Trmt61b,unknown,06-Hypothalamus,I362,1.01914484
Alkbh8,unknown,06-Hypothalamus,I362,0.991057718
Mrm3,unknown,06-Hypothalamus,I362,0.941389539
Elp1,unknown,06-Hypothalamus,I362,0.619785459
Bud23,unknown,06-Hypothalamus,I362,0.469887279
Hsd17b10,unknown,06-Hypothalamus,I362,0.601419904
NC7,control,06-Hypothalamus,I362,0.900899543
Adat3,unknown,06-Hypothalamus,I362,0.650632911
Trdmt1,unknown,06-Hypothalamus,I362,1.181505763
Gon7-2,unknown,06-Hypothalamus,I362,0.924558799
Mettl6,unknown,06-Hypothalamus,I362,0.846467391
Thumpd1,unknown,06-Hypothalamus,I362,0.880474049
Wdr4,unknown,06-Hypothalamus,I362,0.341953171
Alkbh5,unknown,06-Hypothalamus,I362,0.719402615
Trmt61a,unknown,06-Hypothalamus,I362,0.695955337
Trit1,unknown,06-Hypothalamus,I362,0.819687852
NC8,control,06-Hypothalamus,I362,0.839019723
Ythdc1-2,unknown,06-Hypothalamus,I362,0.593674579
Tfb1m,unknown,06-Hypothalamus,I362,0.798664441
Trmt6,unknown,06-Hypothalamus,I362,0.428257411
Trmt10a,unknown,06-Hypothalamus,I362,0.897559757
Pus3,unknown,06-Hypothalamus,I362,0.802481767
Urm1,unknown,06-Hypothalamus,I362,0.893259979
Alkbh3-1,unknown,06-Hypothalamus,I362,0.631222702
Qtrt2,unknown,06-Hypothalamus,I362,0.696877154
Mettl16,unknown,06-Hypothalamus,I362,0.185609462
Snu13,unknown,07-Brain stem,I362,0.618599468
Polr2a,positive control,07-Brain stem,I362,0.36534381
Trp53rkb,unknown,07-Brain stem,I362,0.848115345
Fbl,unknown,07-Brain stem,I362,0.500699594
Tyw5,unknown,07-Brain stem,I362,0.953113206
Trmu,unknown,07-Brain stem,I362,0.782369824
Ftsj1,unknown,07-Brain stem,I362,0.972292787
Mrm1,unknown,07-Brain stem,I362,0.811431224
NC1,control,07-Brain stem,I362,0.911757741
Cmtr2,unknown,07-Brain stem,I362,0.930257511
Ythdf1-1,unknown,07-Brain stem,I362,0.786977448
Fto-2,unknown,07-Brain stem,I362,0.705231486
Lage3,unknown,07-Brain stem,I362,0.750358478
Alkbh3-3,unknown,07-Brain stem,I362,0.831029455
Adat2,unknown,07-Brain stem,I362,0.87599681
Osgep,unknown,07-Brain stem,I362,0.269032346
Pus10,unknown,07-Brain stem,I362,0.641365107
Nsun2,unknown,07-Brain stem,I362,0.764127202
NC2,control,07-Brain stem,I362,1.034040824
Rnmt,unknown,07-Brain stem,I362,0.837464899
Pus7,unknown,07-Brain stem,I362,0.904287943
Mettl3-3,unknown,07-Brain stem,I362,0.918258641
Trmt5,unknown,07-Brain stem,I362,0.430893677
Mettl14,unknown,07-Brain stem,I362,0.576406875
Qtrt1,unknown,07-Brain stem,I362,0.677375069
Trmo,unknown,07-Brain stem,I362,0.820860455
Mrm2,unknown,07-Brain stem,I362,0.758914429
Dimt1,unknown,07-Brain stem,I362,0.536652835
NC3,control,07-Brain stem,I362,1.084183189
Nsun4,unknown,07-Brain stem,I362,0.699661806
Dcps,unknown,07-Brain stem,I362,0.821012621
Ctu1,unknown,07-Brain stem,I362,0.840261808
Trmt10c,unknown,07-Brain stem,I362,0.692798865
Mettl3-2,unknown,07-Brain stem,I362,0.700483516
Adat1,unknown,07-Brain stem,I362,0.653699161
Trp53rka,unknown,07-Brain stem,I362,0.730329163
Thg1l,unknown,07-Brain stem,I362,0.266407694
Cdkal1,unknown,07-Brain stem,I362,0.746305759
NC4,control,07-Brain stem,I362,0.642576227
Trmt10b,unknown,07-Brain stem,I362,0.830980361
Rpusd4,unknown,07-Brain stem,I362,0.609720177
Elp3,unknown,07-Brain stem,I362,0.571897511
Tprkb,unknown,07-Brain stem,I362,0.398969796
Trmt112,unknown,07-Brain stem,I362,0.97077284
Ythdc1-1,unknown,07-Brain stem,I362,0.484396531
Tgs1,unknown,07-Brain stem,I362,0.341782012
Mettl3-1,unknown,07-Brain stem,I362,0.787549913
Alkbh3-2,unknown,07-Brain stem,I362,0.830662021
NC5,control,07-Brain stem,I362,1.077698772
Ythdf1-2,unknown,07-Brain stem,I362,0.896334551
Mettl1,unknown,07-Brain stem,I362,0.484091096
Fto-1,unknown,07-Brain stem,I362,0.368174461
Nfs1,unknown,07-Brain stem,I362,0.297907764
Gon7-1,unknown,07-Brain stem,I362,0.330797691
Cmtr1,unknown,07-Brain stem,I362,0.478045407
Bcdin3d,unknown,07-Brain stem,I362,0.766726206
Txn1,unknown,07-Brain stem,I362,0.689386924
NC6,control,07-Brain stem,I362,0.930208105
Mepce,unknown,07-Brain stem,I362,0.380681279
Mettl2,unknown,07-Brain stem,I362,0.956548039
Iscu,unknown,07-Brain stem,I362,0.226928896
Trmt61b,unknown,07-Brain stem,I362,0.844606246
Alkbh8,unknown,07-Brain stem,I362,0.64180048
Mrm3,unknown,07-Brain stem,I362,1.051208481
Elp1,unknown,07-Brain stem,I362,0.547188308
Bud23,unknown,07-Brain stem,I362,0.508025583
Hsd17b10,unknown,07-Brain stem,I362,0.348644832
NC7,control,07-Brain stem,I362,0.89106576
Adat3,unknown,07-Brain stem,I362,0.650161812
Trdmt1,unknown,07-Brain stem,I362,0.719272126
Gon7-2,unknown,07-Brain stem,I362,0.66974348
Mettl6,unknown,07-Brain stem,I362,0.517168073
Thumpd1,unknown,07-Brain stem,I362,0.464747339
Wdr4,unknown,07-Brain stem,I362,0.471498781
Alkbh5,unknown,07-Brain stem,I362,0.971613583
Trmt61a,unknown,07-Brain stem,I362,0.458974541
Trit1,unknown,07-Brain stem,I362,0.669692685
NC8,control,07-Brain stem,I362,0.788112103
Ythdc1-2,unknown,07-Brain stem,I362,0.322394678
Tfb1m,unknown,07-Brain stem,I362,0.751661871
Trmt6,unknown,07-Brain stem,I362,0.356335103
Trmt10a,unknown,07-Brain stem,I362,1.129691666
Pus3,unknown,07-Brain stem,I362,0.537802381
Urm1,unknown,07-Brain stem,I362,0.508558091
Alkbh3-1,unknown,07-Brain stem,I362,0.678903163
Qtrt2,unknown,07-Brain stem,I362,0.629623523
Mettl16,unknown,07-Brain stem,I362,0.224816527
Snu13,unknown,06-Hypothalamus,J111,1.275248703
Polr2a,positive control,06-Hypothalamus,J111,0.751422987
Trp53rkb,unknown,06-Hypothalamus,J111,1.376391427
Fbl,unknown,06-Hypothalamus,J111,1.0011361
Tyw5,unknown,06-Hypothalamus,J111,1.104751225
Trmu,unknown,06-Hypothalamus,J111,1.295939811
Ftsj1,unknown,06-Hypothalamus,J111,1.38243317
Mrm1,unknown,06-Hypothalamus,J111,1.243399489
NC1,control,06-Hypothalamus,J111,1.180667528
Cmtr2,unknown,06-Hypothalamus,J111,1.180246657
Ythdf1-1,unknown,06-Hypothalamus,J111,1.150316085
Fto-2,unknown,06-Hypothalamus,J111,0.937951909
Lage3,unknown,06-Hypothalamus,J111,0.950275914
Alkbh3-3,unknown,06-Hypothalamus,J111,1.027725874
Adat2,unknown,06-Hypothalamus,J111,0.936703725
Osgep,unknown,06-Hypothalamus,J111,0.345651243
Pus10,unknown,06-Hypothalamus,J111,0.913575139
Nsun2,unknown,06-Hypothalamus,J111,0.883202871
NC2,control,06-Hypothalamus,J111,0.925011809
Rnmt,unknown,06-Hypothalamus,J111,0.973646043
Pus7,unknown,06-Hypothalamus,J111,0.959243669
Mettl3-3,unknown,06-Hypothalamus,J111,0.926653322
Trmt5,unknown,06-Hypothalamus,J111,0.721775491
Mettl14,unknown,06-Hypothalamus,J111,0.985989822
Qtrt1,unknown,06-Hypothalamus,J111,0.879211552
Trmo,unknown,06-Hypothalamus,J111,0.939061416
Mrm2,unknown,06-Hypothalamus,J111,0.804780084
Dimt1,unknown,06-Hypothalamus,J111,0.974093021
NC3,control,06-Hypothalamus,J111,0.806470063
Nsun4,unknown,06-Hypothalamus,J111,0.708342762
Dcps,unknown,06-Hypothalamus,J111,0.812987147
Ctu1,unknown,06-Hypothalamus,J111,0.642605493
Trmt10c,unknown,06-Hypothalamus,J111,0.848915482
Mettl3-2,unknown,06-Hypothalamus,J111,0.981396799
Adat1,unknown,06-Hypothalamus,J111,0.85475366
Trp53rka,unknown,06-Hypothalamus,J111,0.716226229
Thg1l,unknown,06-Hypothalamus,J111,0.264843656
Cdkal1,unknown,06-Hypothalamus,J111,0.899314808
NC4,control,06-Hypothalamus,J111,1.040768423
Trmt10b,unknown,06-Hypothalamus,J111,0.978184377
Rpusd4,unknown,06-Hypothalamus,J111,0.813929159
Elp3,unknown,06-Hypothalamus,J111,0.938502674
Tprkb,unknown,06-Hypothalamus,J111,0.606181548
Trmt112,unknown,06-Hypothalamus,J111,0.615289033
Ythdc1-1,unknown,06-Hypothalamus,J111,0.576543987
Tgs1,unknown,06-Hypothalamus,J111,0.401704281
Mettl3-1,unknown,06-Hypothalamus,J111,0.964536025
Alkbh3-2,unknown,06-Hypothalamus,J111,0.829176595
NC5,control,06-Hypothalamus,J111,0.914605693
Ythdf1-2,unknown,06-Hypothalamus,J111,0.837923729
Mettl1,unknown,06-Hypothalamus,J111,0.536976559
Fto-1,unknown,06-Hypothalamus,J111,0.591303793
Nfs1,unknown,06-Hypothalamus,J111,0.384135472
Gon7-1,unknown,06-Hypothalamus,J111,0.46042853
Cmtr1,unknown,06-Hypothalamus,J111,0.657430363
Bcdin3d,unknown,06-Hypothalamus,J111,0.852851324
Txn1,unknown,06-Hypothalamus,J111,0.772868727
NC6,control,06-Hypothalamus,J111,0.878341517
Mepce,unknown,06-Hypothalamus,J111,0.464911868
Mettl2,unknown,06-Hypothalamus,J111,1.001551691
Iscu,unknown,06-Hypothalamus,J111,0.399097621
Trmt61b,unknown,06-Hypothalamus,J111,0.812121897
Alkbh8,unknown,06-Hypothalamus,J111,0.695213
Mrm3,unknown,06-Hypothalamus,J111,0.849911741
Elp1,unknown,06-Hypothalamus,J111,0.628487597
Bud23,unknown,06-Hypothalamus,J111,0.402982994
Hsd17b10,unknown,06-Hypothalamus,J111,0.75274484
NC7,control,06-Hypothalamus,J111,0.937706725
Adat3,unknown,06-Hypothalamus,J111,0.689193447
Trdmt1,unknown,06-Hypothalamus,J111,1.018111612
Gon7-2,unknown,06-Hypothalamus,J111,1.043190079
Mettl6,unknown,06-Hypothalamus,J111,0.956406167
Thumpd1,unknown,06-Hypothalamus,J111,1.02156013
Wdr4,unknown,06-Hypothalamus,J111,0.359138955
Alkbh5,unknown,06-Hypothalamus,J111,0.833908271
Trmt61a,unknown,06-Hypothalamus,J111,0.793655396
Trit1,unknown,06-Hypothalamus,J111,0.907816461
NC8,control,06-Hypothalamus,J111,0.867444729
Ythdc1-2,unknown,06-Hypothalamus,J111,0.878731025
Tfb1m,unknown,06-Hypothalamus,J111,1.009863014
Trmt6,unknown,06-Hypothalamus,J111,0.363690159
Trmt10a,unknown,06-Hypothalamus,J111,1.101835816
Pus3,unknown,06-Hypothalamus,J111,1.004043043
Urm1,unknown,06-Hypothalamus,J111,1.114553608
Alkbh3-1,unknown,06-Hypothalamus,J111,1.221187427
Qtrt2,unknown,06-Hypothalamus,J111,1.325767035
Mettl16,unknown,06-Hypothalamus,J111,0.159574468
Snu13,unknown,07-Brain stem,J111,1.309653407
Polr2a,positive control,07-Brain stem,J111,0.732533628
Trp53rkb,unknown,07-Brain stem,J111,1.339073761
Fbl,unknown,07-Brain stem,J111,0.950917239
Tyw5,unknown,07-Brain stem,J111,1.095323741
Trmu,unknown,07-Brain stem,J111,1.222063024
Ftsj1,unknown,07-Brain stem,J111,1.445499282
Mrm1,unknown,07-Brain stem,J111,1.191443066
NC1,control,07-Brain stem,J111,1.262872551
Cmtr2,unknown,07-Brain stem,J111,1.204277339
Ythdf1-1,unknown,07-Brain stem,J111,1.310037138
Fto-2,unknown,07-Brain stem,J111,1.087398943
Lage3,unknown,07-Brain stem,J111,0.912790317
Alkbh3-3,unknown,07-Brain stem,J111,1.205188777
Adat2,unknown,07-Brain stem,J111,0.938448634
Osgep,unknown,07-Brain stem,J111,0.383659303
Pus10,unknown,07-Brain stem,J111,1.116678835
Nsun2,unknown,07-Brain stem,J111,0.960710815
NC2,control,07-Brain stem,J111,1.036640478
Rnmt,unknown,07-Brain stem,J111,1.070585427
Pus7,unknown,07-Brain stem,J111,0.914674178
Mettl3-3,unknown,07-Brain stem,J111,1.00296824
Trmt5,unknown,07-Brain stem,J111,0.909197331
Mettl14,unknown,07-Brain stem,J111,1.039494074
Qtrt1,unknown,07-Brain stem,J111,0.987682631
Trmo,unknown,07-Brain stem,J111,0.961692531
Mrm2,unknown,07-Brain stem,J111,0.911713602
Dimt1,unknown,07-Brain stem,J111,0.901639344
NC3,control,07-Brain stem,J111,0.904332863
Nsun4,unknown,07-Brain stem,J111,0.767059826
Dcps,unknown,07-Brain stem,J111,0.772218208
Ctu1,unknown,07-Brain stem,J111,0.77861631
Trmt10c,unknown,07-Brain stem,J111,0.777202073
Mettl3-2,unknown,07-Brain stem,J111,0.975645486
Adat1,unknown,07-Brain stem,J111,0.747977255
Trp53rka,unknown,07-Brain stem,J111,0.702827811
Thg1l,unknown,07-Brain stem,J111,0.348172032
Cdkal1,unknown,07-Brain stem,J111,0.985080159
NC4,control,07-Brain stem,J111,1.050580089
Trmt10b,unknown,07-Brain stem,J111,1.054642319
Rpusd4,unknown,07-Brain stem,J111,0.881076627
Elp3,unknown,07-Brain stem,J111,1.080980684
Tprkb,unknown,07-Brain stem,J111,0.534358922
Trmt112,unknown,07-Brain stem,J111,0.706702947
Ythdc1-1,unknown,07-Brain stem,J111,0.657110699
Tgs1,unknown,07-Brain stem,J111,0.406963339
Mettl3-1,unknown,07-Brain stem,J111,0.96903238
Alkbh3-2,unknown,07-Brain stem,J111,0.849466477
NC5,control,07-Brain stem,J111,0.974563285
Ythdf1-2,unknown,07-Brain stem,J111,1.049494039
Mettl1,unknown,07-Brain stem,J111,0.5769889
Fto-1,unknown,07-Brain stem,J111,0.453951365
Nfs1,unknown,07-Brain stem,J111,0.397113552
Gon7-1,unknown,07-Brain stem,J111,0.396267496
Cmtr1,unknown,07-Brain stem,J111,0.777110756
Bcdin3d,unknown,07-Brain stem,J111,0.831294775
Txn1,unknown,07-Brain stem,J111,0.819712905
NC6,control,07-Brain stem,J111,0.901317541
Mepce,unknown,07-Brain stem,J111,0.368456051
Mettl2,unknown,07-Brain stem,J111,1.038405611
Iscu,unknown,07-Brain stem,J111,0.41005902
Trmt61b,unknown,07-Brain stem,J111,0.831753359
Alkbh8,unknown,07-Brain stem,J111,0.734905901
Mrm3,unknown,07-Brain stem,J111,0.761725868
Elp1,unknown,07-Brain stem,J111,0.779350959
Bud23,unknown,07-Brain stem,J111,0.456112853
Hsd17b10,unknown,07-Brain stem,J111,0.644125425
NC7,control,07-Brain stem,J111,0.99751285
Adat3,unknown,07-Brain stem,J111,0.701108214
Trdmt1,unknown,07-Brain stem,J111,0.956415115
Gon7-2,unknown,07-Brain stem,J111,0.970599731
Mettl6,unknown,07-Brain stem,J111,0.776950685
Thumpd1,unknown,07-Brain stem,J111,0.967752794
Wdr4,unknown,07-Brain stem,J111,0.473139045
Alkbh5,unknown,07-Brain stem,J111,0.845421451
Trmt61a,unknown,07-Brain stem,J111,0.718352137
Trit1,unknown,07-Brain stem,J111,0.836971436
NC8,control,07-Brain stem,J111,1.002432423
Ythdc1-2,unknown,07-Brain stem,J111,0.64021147
Tfb1m,unknown,07-Brain stem,J111,0.940703608
Trmt6,unknown,07-Brain stem,J111,0.39205514
Trmt10a,unknown,07-Brain stem,J111,0.984302442
Pus3,unknown,07-Brain stem,J111,1.204007816
Urm1,unknown,07-Brain stem,J111,1.070602821
Alkbh3-1,unknown,07-Brain stem,J111,1.178087341
Qtrt2,unknown,07-Brain stem,J111,0.998885483
Mettl16,unknown,07-Brain stem,J111,0.233530724
Snu13,unknown,06-Hypothalamus,H339,0.939266778
Polr2a,positive control,06-Hypothalamus,H339,0.470149254
Trp53rkb,unknown,06-Hypothalamus,H339,0.774080805
Fbl,unknown,06-Hypothalamus,H339,0.830781171
Tyw5,unknown,06-Hypothalamus,H339,0.941046947
Trmu,unknown,06-Hypothalamus,H339,1.21795702
Ftsj1,unknown,06-Hypothalamus,H339,1.184193026
Mrm1,unknown,06-Hypothalamus,H339,1.033315721
NC1,control,06-Hypothalamus,H339,0.880344951
Cmtr2,unknown,06-Hypothalamus,H339,1.076472048
Ythdf1-1,unknown,06-Hypothalamus,H339,1.161550028
Fto-2,unknown,06-Hypothalamus,H339,1.142837157
Lage3,unknown,06-Hypothalamus,H339,0.751713298
Alkbh3-3,unknown,06-Hypothalamus,H339,0.844557883
Adat2,unknown,06-Hypothalamus,H339,1.007580361
Osgep,unknown,06-Hypothalamus,H339,0.287662358
Pus10,unknown,06-Hypothalamus,H339,0.945812399
Nsun2,unknown,06-Hypothalamus,H339,1.107471584
NC2,control,06-Hypothalamus,H339,1.105115192
Rnmt,unknown,06-Hypothalamus,H339,1.036331507
Pus7,unknown,06-Hypothalamus,H339,0.836129668
Mettl3-3,unknown,06-Hypothalamus,H339,1.235121815
Trmt5,unknown,06-Hypothalamus,H339,0.761780552
Mettl14,unknown,06-Hypothalamus,H339,1.165498364
Qtrt1,unknown,06-Hypothalamus,H339,0.807991121
Trmo,unknown,06-Hypothalamus,H339,0.990007451
Mrm2,unknown,06-Hypothalamus,H339,0.892293039
Dimt1,unknown,06-Hypothalamus,H339,0.79062011
NC3,control,06-Hypothalamus,H339,0.82330746
Nsun4,unknown,06-Hypothalamus,H339,0.855051665
Dcps,unknown,06-Hypothalamus,H339,0.941563878
Ctu1,unknown,06-Hypothalamus,H339,0.778090877
Trmt10c,unknown,06-Hypothalamus,H339,0.912919634
Mettl3-2,unknown,06-Hypothalamus,H339,1.013418816
Adat1,unknown,06-Hypothalamus,H339,0.709750282
Trp53rka,unknown,06-Hypothalamus,H339,0.589159675
Thg1l,unknown,06-Hypothalamus,H339,0.265347861
Cdkal1,unknown,06-Hypothalamus,H339,0.811374114
NC4,control,06-Hypothalamus,H339,0.822083355
Trmt10b,unknown,06-Hypothalamus,H339,0.922521957
Rpusd4,unknown,06-Hypothalamus,H339,1.184313392
Elp3,unknown,06-Hypothalamus,H339,0.6986
Tprkb,unknown,06-Hypothalamus,H339,0.790956868
Trmt112,unknown,06-Hypothalamus,H339,0.913406364
Ythdc1-1,unknown,06-Hypothalamus,H339,0.593897452
Tgs1,unknown,06-Hypothalamus,H339,0.469384991
Mettl3-1,unknown,06-Hypothalamus,H339,0.915378309
Alkbh3-2,unknown,06-Hypothalamus,H339,0.880731037
NC5,control,06-Hypothalamus,H339,0.981260145
Ythdf1-2,unknown,06-Hypothalamus,H339,1.120383037
Mettl1,unknown,06-Hypothalamus,H339,0.743049162
Fto-1,unknown,06-Hypothalamus,H339,0.405467952
Nfs1,unknown,06-Hypothalamus,H339,0.525174477
Gon7-1,unknown,06-Hypothalamus,H339,0.411751456
Cmtr1,unknown,06-Hypothalamus,H339,0.671913302
Bcdin3d,unknown,06-Hypothalamus,H339,0.79152504
Txn1,unknown,06-Hypothalamus,H339,0.958750799
NC6,control,06-Hypothalamus,H339,1.021408254
Mepce,unknown,06-Hypothalamus,H339,0.594947549
Mettl2,unknown,06-Hypothalamus,H339,1.077482259
Iscu,unknown,06-Hypothalamus,H339,0.430784397
Trmt61b,unknown,06-Hypothalamus,H339,1.325083258
Alkbh8,unknown,06-Hypothalamus,H339,0.973771416
Mrm3,unknown,06-Hypothalamus,H339,1.074956453
Elp1,unknown,06-Hypothalamus,H339,0.698254364
Bud23,unknown,06-Hypothalamus,H339,0.574651944
Hsd17b10,unknown,06-Hypothalamus,H339,0.495389344
NC7,control,06-Hypothalamus,H339,1.276641607
Adat3,unknown,06-Hypothalamus,H339,0.608296227
Trdmt1,unknown,06-Hypothalamus,H339,1.142462885
Gon7-2,unknown,06-Hypothalamus,H339,0.977706614
Mettl6,unknown,06-Hypothalamus,H339,0.639159315
Thumpd1,unknown,06-Hypothalamus,H339,0.624076229
Wdr4,unknown,06-Hypothalamus,H339,0.467648606
Alkbh5,unknown,06-Hypothalamus,H339,1.057922973
Trmt61a,unknown,06-Hypothalamus,H339,0.665770645
Trit1,unknown,06-Hypothalamus,H339,0.819272003
NC8,control,06-Hypothalamus,H339,0.915620886
Ythdc1-2,unknown,06-Hypothalamus,H339,0.60923021
Tfb1m,unknown,06-Hypothalamus,H339,1.005724098
Trmt6,unknown,06-Hypothalamus,H339,0.532190476
Trmt10a,unknown,06-Hypothalamus,H339,1.101935121
Pus3,unknown,06-Hypothalamus,H339,0.848547455
Urm1,unknown,06-Hypothalamus,H339,0.834494268
Alkbh3-1,unknown,06-Hypothalamus,H339,0.635123373
Qtrt2,unknown,06-Hypothalamus,H339,0.705858221
Mettl16,unknown,06-Hypothalamus,H339,0.334862385
Snu13,unknown,07-Brain stem,H339,1.117466442
Polr2a,positive control,07-Brain stem,H339,0.513474903
Trp53rkb,unknown,07-Brain stem,H339,0.782270845
Fbl,unknown,07-Brain stem,H339,0.810165741
Tyw5,unknown,07-Brain stem,H339,0.978967637
Trmu,unknown,07-Brain stem,H339,1.242257133
Ftsj1,unknown,07-Brain stem,H339,1.342757009
Mrm1,unknown,07-Brain stem,H339,1.068064007
NC1,control,07-Brain stem,H339,0.988258877
Cmtr2,unknown,07-Brain stem,H339,1.174957189
Ythdf1-1,unknown,07-Brain stem,H339,1.294072402
Fto-2,unknown,07-Brain stem,H339,1.286672085
Lage3,unknown,07-Brain stem,H339,0.761902329
