"Name","serial_number","order","gene","median_FC","median_reads","organ","sample","mouse_index"
"Cd19-3","c",15,"Cd19",0.756001540502375,1963,"Small intestine","A310-Small intestine","A310"
"Kpnb1-3","c",16,"Kpnb1",0.0706728195191597,2464,"Small intestine","A310-Small intestine","A310"
"Polr2a-3","c",17,"Polr2a",0.18735997012696,446,"Small intestine","A310-Small intestine","A310"
"Pten-3","c",18,"Pten",2.9344199971487,6861,"Small intestine","A310-Small intestine","A310"
"Cd45-3","c",19,"Cd45",0.856654734786853,1755,"Small intestine","A310-Small intestine","A310"
"Trp53-4","d",20,"Trp53",3.0648066212066,6542,"Small intestine","A310-Small intestine","A310"
"Cd19-4","d",21,"Cd19",1.20195248942402,2052,"Small intestine","A310-Small intestine","A310"
"Kpnb1-4","d",22,"Kpnb1",0.12041166380789,195,"Small intestine","A310-Small intestine","A310"
"Polr2a-4","d",23,"Polr2a",0.0945107398568019,110,"Small intestine","A310-Small intestine","A310"
"Pten-4","d",24,"Pten",4.3221201836694,4811,"Small intestine","A310-Small intestine","A310"
"Cd45-4","d",25,"Cd45",1.28223185265439,1315,"Small intestine","A310-Small intestine","A310"
"Trp53-5","e",26,"Trp53",1.86013729977117,2258,"Small intestine","A310-Small intestine","A310"
"Cd19-5","e",27,"Cd19",1.02890829694323,1309,"Small intestine","A310-Small intestine","A310"
"Kpnb1-5","e",28,"Kpnb1",0.156745795061434,146,"Small intestine","A310-Small intestine","A310"
"Polr2a-5","e",29,"Polr2a",0.0617984946520533,52,"Small intestine","A310-Small intestine","A310"
"Pten-5","e",30,"Pten",4.86132352941176,3673,"Small intestine","A310-Small intestine","A310"
"Cd45-5","e",31,"Cd45",1.19774204584331,778,"Small intestine","A310-Small intestine","A310"
"Trp53-6","f",32,"Trp53",3.64511494252874,2537,"Small intestine","A310-Small intestine","A310"
"Cd19-6","f",33,"Cd19",0.846218136230673,675,"Small intestine","A310-Small intestine","A310"
"Kpnb1-6","f",34,"Kpnb1",0.321828358208955,230,"Small intestine","A310-Small intestine","A310"
"Polr2a-6","f",35,"Polr2a",0.555687909469923,311,"Small intestine","A310-Small intestine","A310"
"Pten-6","f",36,"Pten",2.36521308225966,1591,"Small intestine","A310-Small intestine","A310"
"Cd45-6","f",37,"Cd45",1.33885782747604,745,"Small intestine","A310-Small intestine","A310"
"Trp53-7","g",38,"Trp53",1.94783573806881,1170,"Small intestine","A310-Small intestine","A310"
"Cd19-7","g",39,"Cd19",1.32054616384915,677,"Small intestine","A310-Small intestine","A310"
"Kpnb1-7","g",40,"Kpnb1",0.110736257193888,62,"Small intestine","A310-Small intestine","A310"
"Polr2a-7","g",41,"Polr2a",2.29732802728823,1347,"Small intestine","A310-Small intestine","A310"
"Pten-7","g",42,"Pten",4.24929350020186,2339,"Small intestine","A310-Small intestine","A310"
"Cd45-7","g",43,"Cd45",1.4981662591687,817,"Small intestine","A310-Small intestine","A310"
"Trp53-8","h",44,"Trp53",2.54011863877615,904,"Small intestine","A310-Small intestine","A310"
"Cd19-8","h",45,"Cd19",1.33989349386432,643,"Small intestine","A310-Small intestine","A310"
"Kpnb1-8","h",46,"Kpnb1",0.127415730337079,63,"Small intestine","A310-Small intestine","A310"
"Polr2a-8","h",47,"Polr2a",1.09002735637901,487,"Small intestine","A310-Small intestine","A310"
"Pten-8","h",48,"Pten",5.73968446601942,2102,"Small intestine","A310-Small intestine","A310"
"Cd45-8","h",49,"Cd45",1.01828890266584,365,"Small intestine","A310-Small intestine","A310"
"Trp53-9","i",50,"Trp53",1.49772244154267,548,"Small intestine","A310-Small intestine","A310"
"Cd19-9","i",51,"Cd19",0.959453302961276,468,"Small intestine","A310-Small intestine","A310"
"Kpnb1-9","i",52,"Kpnb1",0.0365111561866126,10,"Small intestine","A310-Small intestine","A310"
"Polr2a-9","i",53,"Polr2a",0.139509733237203,43,"Small intestine","A310-Small intestine","A310"
"Pten-9","i",54,"Pten",5.07916666666667,1219,"Small intestine","A310-Small intestine","A310"
"Cd45-9","i",55,"Cd45",1.1328125,290,"Small intestine","A310-Small intestine","A310"
"Trp53-10","j",56,"Trp53",1.84779356768886,549,"Small intestine","A310-Small intestine","A310"
"Cd19-10","j",57,"Cd19",1.68,518,"Small intestine","A310-Small intestine","A310"
"Kpnb1-10","j",58,"Kpnb1",0.264617440694955,88,"Small intestine","A310-Small intestine","A310"
"Polr2a-10","j",59,"Polr2a",0.186875160215329,81,"Small intestine","A310-Small intestine","A310"
"Pten-10","j",60,"Pten",6.27235909551131,2065,"Small intestine","A310-Small intestine","A310"
"Cd45-10","j",61,"Cd45",1.18504470333243,486,"Small intestine","A310-Small intestine","A310"
"Trp53-1","a",2,"Trp53",1.6388795552433,8942,"Testis","A310-Testis","A310"
"Cd19-1","a",3,"Cd19",0.632763069475999,36253,"Testis","A310-Testis","A310"
"Kpnb1-1","a",4,"Kpnb1",0.118913355014175,4467,"Testis","A310-Testis","A310"
"Polr2a-1","a",5,"Polr2a",0.208136134808429,4603,"Testis","A310-Testis","A310"
"Pten-1","a",6,"Pten",1.73695836401273,20838,"Testis","A310-Testis","A310"
"Cd45-1","a",7,"Cd45",0.815171213594718,7963,"Testis","A310-Testis","A310"
"Trp53-2","b",8,"Trp53",1.01331322481668,6495,"Testis","A310-Testis","A310"
"Cd19-2","b",9,"Cd19",1.30904747685876,6576,"Testis","A310-Testis","A310"
"Kpnb1-2","b",10,"Kpnb1",0.211075133088195,1282,"Testis","A310-Testis","A310"
"Polr2a-2","b",11,"Polr2a",0.0887445060194917,387,"Testis","A310-Testis","A310"
"Pten-2","b",12,"Pten",2.47567713246193,9186,"Testis","A310-Testis","A310"
"Cd45-2","b",13,"Cd45",1.17827889574274,3884,"Testis","A310-Testis","A310"
"Trp53-3","c",14,"Trp53",0.911202647038963,2249,"Testis","A310-Testis","A310"
"Cd19-3","c",15,"Cd19",1.07245834113462,2864,"Testis","A310-Testis","A310"
"Kpnb1-3","c",16,"Kpnb1",0.118913355014175,4467,"Testis","A310-Testis","A310"
"Polr2a-3","c",17,"Polr2a",0.488447507093636,1205,"Testis","A310-Testis","A310"
"Pten-3","c",18,"Pten",3.02632161026322,6841,"Testis","A310-Testis","A310"
"Cd45-3","c",19,"Cd45",1.02552015604681,2103,"Testis","A310-Testis","A310"
"Trp53-4","d",20,"Trp53",1.36427898209237,2895,"Testis","A310-Testis","A310"
"Cd19-4","d",21,"Cd19",0.953281853281853,1646,"Testis","A310-Testis","A310"
"Kpnb1-4","d",22,"Kpnb1",0.0961948249619483,158,"Testis","A310-Testis","A310"
"Polr2a-4","d",23,"Polr2a",0.14334181509754,169,"Testis","A310-Testis","A310"
"Pten-4","d",24,"Pten",3.12833284500439,3559,"Testis","A310-Testis","A310"
"Cd45-4","d",25,"Cd45",2.77602739726027,2702,"Testis","A310-Testis","A310"
"Trp53-5","e",26,"Trp53",1.51444622792937,1887,"Testis","A310-Testis","A310"
"Cd19-5","e",27,"Cd19",0.85156146179402,1068,"Testis","A310-Testis","A310"
"Kpnb1-5","e",28,"Kpnb1",0.280887011615628,266,"Testis","A310-Testis","A310"
"Polr2a-5","e",29,"Polr2a",0.141760904684976,117,"Testis","A310-Testis","A310"
"Pten-5","e",30,"Pten",2.91285746453501,2156,"Testis","A310-Testis","A310"
"Cd45-5","e",31,"Cd45",1.55844155844156,1000,"Testis","A310-Testis","A310"
"Trp53-6","f",32,"Trp53",2.20455089820359,1534,"Testis","A310-Testis","A310"
"Cd19-6","f",33,"Cd19",0.845212990299452,668,"Testis","A310-Testis","A310"
"Kpnb1-6","f",34,"Kpnb1",0.435946462715105,304,"Testis","A310-Testis","A310"
"Polr2a-6","f",35,"Polr2a",0.980803839232154,545,"Testis","A310-Testis","A310"
"Pten-6","f",36,"Pten",2.47514910536779,1660,"Testis","A310-Testis","A310"
"Cd45-6","f",37,"Cd45",0.863296440323063,481,"Testis","A310-Testis","A310"
"Trp53-7","g",38,"Trp53",1.20133481646274,720,"Testis","A310-Testis","A310"
"Cd19-7","g",39,"Cd19",0.658294778585592,332,"Testis","A310-Testis","A310"
"Kpnb1-7","g",40,"Kpnb1",0.481212503946953,254,"Testis","A310-Testis","A310"
"Polr2a-7","g",41,"Polr2a",3.23204419889503,1950,"Testis","A310-Testis","A310"
"Pten-7","g",42,"Pten",2.89298245614035,1649,"Testis","A310-Testis","A310"
"Cd45-7","g",43,"Cd45",1.35465838509317,727,"Testis","A310-Testis","A310"
"Trp53-8","h",44,"Trp53",2.31785543322164,807,"Testis","A310-Testis","A310"
"Cd19-8","h",45,"Cd19",0.967002431399792,464,"Testis","A310-Testis","A310"
"Kpnb1-8","h",46,"Kpnb1",0.241681260945709,115,"Testis","A310-Testis","A310"
"Polr2a-8","h",47,"Polr2a",1.32508436445444,589,"Testis","A310-Testis","A310"
"Pten-8","h",48,"Pten",2.34961439588689,914,"Testis","A310-Testis","A310"
"Cd45-8","h",49,"Cd45",1.16349809885932,408,"Testis","A310-Testis","A310"
"Trp53-9","i",50,"Trp53",1.26410384423365,422,"Testis","A310-Testis","A310"
"Cd19-9","i",51,"Cd19",1.33794106947981,613,"Testis","A310-Testis","A310"
"Kpnb1-9","i",52,"Kpnb1",0.147510755992624,40,"Testis","A310-Testis","A310"
"Polr2a-9","i",53,"Polr2a",0.249180327868852,76,"Testis","A310-Testis","A310"
"Pten-9","i",54,"Pten",4.49801849405548,1135,"Testis","A310-Testis","A310"
"Cd45-9","i",55,"Cd45",1.48457583547558,385,"Testis","A310-Testis","A310"
"Trp53-10","j",56,"Trp53",3.23284589426322,958,"Testis","A310-Testis","A310"
"Cd19-10","j",57,"Cd19",1.55567010309278,503,"Testis","A310-Testis","A310"
"Kpnb1-10","j",58,"Kpnb1",0.28252427184466,97,"Testis","A310-Testis","A310"
"Polr2a-10","j",59,"Polr2a",0.465373961218837,196,"Testis","A310-Testis","A310"
"Pten-10","j",60,"Pten",4.38969555035129,1562,"Testis","A310-Testis","A310"
"Cd45-10","j",61,"Cd45",1.86965376782077,765,"Testis","A310-Testis","A310"
"Trp53-1","a",2,"Trp53",1.65115536151635,7753,"Heart","A301-Heart","A301"
"Cd19-1","a",3,"Cd19",0.900077678130076,31865,"Heart","A301-Heart","A301"
"Kpnb1-1","a",4,"Kpnb1",0.40236414829883,10813,"Heart","A301-Heart","A301"
"Polr2a-1","a",5,"Polr2a",0.5118736481615,7573,"Heart","A301-Heart","A301"
"Pten-1","a",6,"Pten",2.42907915993538,22554,"Heart","A301-Heart","A301"
"Cd45-1","a",7,"Cd45",1.02722024866785,7711,"Heart","A301-Heart","A301"
"Trp53-2","b",8,"Trp53",1.17556137848685,5907,"Heart","A301-Heart","A301"
"Cd19-2","b",9,"Cd19",1.17075,4683,"Heart","A301-Heart","A301"
"Kpnb1-2","b",10,"Kpnb1",0.604947200925792,2788,"Heart","A301-Heart","A301"
"Polr2a-2","b",11,"Polr2a",0.40112189066164,1454,"Heart","A301-Heart","A301"
"Pten-2","b",12,"Pten",3.43769968051118,11298,"Heart","A301-Heart","A301"
"Cd45-2","b",13,"Cd45",0.900551114641775,3023,"Heart","A301-Heart","A301"
"Trp53-3","c",14,"Trp53",1.59037924807092,3229,"Heart","A301-Heart","A301"
"Cd19-3","c",15,"Cd19",0.870381465947673,2179,"Heart","A301-Heart","A301"
"Kpnb1-3","c",16,"Kpnb1",0.40236414829883,10813,"Heart","A301-Heart","A301"
"Polr2a-3","c",17,"Polr2a",0.670680400406209,1541,"Heart","A301-Heart","A301"
"Pten-3","c",18,"Pten",4.2004160887656,8076,"Heart","A301-Heart","A301"
"Cd45-3","c",19,"Cd45",1.02727481090992,2241,"Heart","A301-Heart","A301"
"Trp53-4","d",20,"Trp53",1.46423076923077,2538,"Heart","A301-Heart","A301"
"Cd19-4","d",21,"Cd19",0.985377564382366,1505,"Heart","A301-Heart","A301"
"Kpnb1-4","d",22,"Kpnb1",0.263222865824708,462,"Heart","A301-Heart","A301"
"Polr2a-4","d",23,"Polr2a",0.531433361274099,634,"Heart","A301-Heart","A301"
"Pten-4","d",24,"Pten",2.57252641690682,2678,"Heart","A301-Heart","A301"
"Cd45-4","d",25,"Cd45",0.980314960629921,996,"Heart","A301-Heart","A301"
"Trp53-5","e",26,"Trp53",1.12942155638785,1357,"Heart","A301-Heart","A301"
"Cd19-5","e",27,"Cd19",1.17122683142101,1327,"Heart","A301-Heart","A301"
"Kpnb1-5","e",28,"Kpnb1",0.466515915811445,447,"Heart","A301-Heart","A301"
"Polr2a-5","e",29,"Polr2a",0.350059737156511,293,"Heart","A301-Heart","A301"
"Pten-5","e",30,"Pten",3.14490380679492,2561,"Heart","A301-Heart","A301"
"Cd45-5","e",31,"Cd45",1.30474732006126,994,"Heart","A301-Heart","A301"
"Trp53-6","f",32,"Trp53",2.86153846153846,1643,"Heart","A301-Heart","A301"
"Cd19-6","f",33,"Cd19",1.01796821008984,982,"Heart","A301-Heart","A301"
"Kpnb1-6","f",34,"Kpnb1",0.646508279337653,449,"Heart","A301-Heart","A301"
"Polr2a-6","f",35,"Polr2a",0.790450928381963,447,"Heart","A301-Heart","A301"
"Pten-6","f",36,"Pten",2.40053464023168,1796,"Heart","A301-Heart","A301"
"Cd45-6","f",37,"Cd45",1.17662337662338,755,"Heart","A301-Heart","A301"
"Trp53-7","g",38,"Trp53",0.651916757940854,496,"Heart","A301-Heart","A301"
"Cd19-7","g",39,"Cd19",0.847808331064525,519,"Heart","A301-Heart","A301"
"Kpnb1-7","g",40,"Kpnb1",0.345503553050723,235,"Heart","A301-Heart","A301"
"Polr2a-7","g",41,"Polr2a",0.98479427549195,734,"Heart","A301-Heart","A301"
"Pten-7","g",42,"Pten",2.9823754789272,1946,"Heart","A301-Heart","A301"
"Cd45-7","g",43,"Cd45",1.45454545454545,704,"Heart","A301-Heart","A301"
"Trp53-8","h",44,"Trp53",1.07721139430285,479,"Heart","A301-Heart","A301"
"Cd19-8","h",45,"Cd19",0.883974727168294,513,"Heart","A301-Heart","A301"
"Kpnb1-8","h",46,"Kpnb1",0.48248133256749,280,"Heart","A301-Heart","A301"
"Polr2a-8","h",47,"Polr2a",0.630374479889043,303,"Heart","A301-Heart","A301"
"Pten-8","h",48,"Pten",1.84020618556701,833,"Heart","A301-Heart","A301"
"Cd45-8","h",49,"Cd45",0.928520371694067,433,"Heart","A301-Heart","A301"
"Trp53-9","i",50,"Trp53",0.893835616438356,348,"Heart","A301-Heart","A301"
"Cd19-9","i",51,"Cd19",0.690978886756238,360,"Heart","A301-Heart","A301"
"Kpnb1-9","i",52,"Kpnb1",0.301115241635688,108,"Heart","A301-Heart","A301"
"Polr2a-9","i",53,"Polr2a",0.566995768688293,201,"Heart","A301-Heart","A301"
"Pten-9","i",54,"Pten",2.59659090909091,914,"Heart","A301-Heart","A301"
"Cd45-9","i",55,"Cd45",1.30327868852459,371,"Heart","A301-Heart","A301"
"Trp53-10","j",56,"Trp53",0.629183400267738,235,"Heart","A301-Heart","A301"
"Cd19-10","j",57,"Cd19",0.515778019586507,237,"Heart","A301-Heart","A301"
"Kpnb1-10","j",58,"Kpnb1",0.252336448598131,108,"Heart","A301-Heart","A301"
"Polr2a-10","j",59,"Polr2a",0.40419447092469,212,"Heart","A301-Heart","A301"
"Pten-10","j",60,"Pten",3.20428015564202,1647,"Heart","A301-Heart","A301"
"Cd45-10","j",61,"Cd45",1.35516946738821,793,"Heart","A301-Heart","A301"
"Trp53-1","a",2,"Trp53",2.03556596741561,9558,"Liver","A301-Liver","A301"
"Cd19-1","a",3,"Cd19",1.01029588305911,35767,"Liver","A301-Liver","A301"
"Kpnb1-1","a",4,"Kpnb1",0.618486498554967,16621,"Liver","A301-Liver","A301"
"Polr2a-1","a",5,"Polr2a",0.73289924297044,10843,"Liver","A301-Liver","A301"
"Pten-1","a",6,"Pten",3.44491114701131,31986,"Liver","A301-Liver","A301"
"Cd45-1","a",7,"Cd45",1.10928063943162,8327,"Liver","A301-Liver","A301"
"Trp53-2","b",8,"Trp53",1.16381969551229,5848,"Liver","A301-Liver","A301"
"Cd19-2","b",9,"Cd19",1.124,4496,"Liver","A301-Liver","A301"
"Kpnb1-2","b",10,"Kpnb1",0.843410964848835,3887,"Liver","A301-Liver","A301"
"Polr2a-2","b",11,"Polr2a",0.742654834705044,2692,"Liver","A301-Liver","A301"
"Pten-2","b",12,"Pten",3.987524722349,13105,"Liver","A301-Liver","A301"
"Cd45-2","b",13,"Cd45",1.0831636959436,3636,"Liver","A301-Liver","A301"
"Trp53-3","c",14,"Trp53",1.93859793137416,3936,"Liver","A301-Liver","A301"
"Cd19-3","c",15,"Cd19",1.10764929099261,2773,"Liver","A301-Liver","A301"
"Kpnb1-3","c",16,"Kpnb1",0.618486498554967,16621,"Liver","A301-Liver","A301"
"Polr2a-3","c",17,"Polr2a",0.910488901784419,2092,"Liver","A301-Liver","A301"
"Pten-3","c",18,"Pten",5.89805825242718,11340,"Liver","A301-Liver","A301"
"Cd45-3","c",19,"Cd45",0.993353197341279,2167,"Liver","A301-Liver","A301"
"Trp53-4","d",20,"Trp53",1.01019230769231,1751,"Liver","A301-Liver","A301"
"Cd19-4","d",21,"Cd19",0.962461807071148,1470,"Liver","A301-Liver","A301"
"Kpnb1-4","d",22,"Kpnb1",0.378311651315165,664,"Liver","A301-Liver","A301"
"Polr2a-4","d",23,"Polr2a",0.655490360435876,782,"Liver","A301-Liver","A301"
"Pten-4","d",24,"Pten",4.43419788664745,4616,"Liver","A301-Liver","A301"
"Cd45-4","d",25,"Cd45",1.04330708661417,1060,"Liver","A301-Liver","A301"
"Trp53-5","e",26,"Trp53",1.09612983770287,1317,"Liver","A301-Liver","A301"
"Cd19-5","e",27,"Cd19",1.16240070609003,1317,"Liver","A301-Liver","A301"
"Kpnb1-5","e",28,"Kpnb1",0.708644981735954,679,"Liver","A301-Liver","A301"
"Polr2a-5","e",29,"Polr2a",0.778972520908005,652,"Liver","A301-Liver","A301"
"Pten-5","e",30,"Pten",3.61522717969709,2944,"Liver","A301-Liver","A301"
"Cd45-5","e",31,"Cd45",0.899146795012032,685,"Liver","A301-Liver","A301"
"Trp53-6","f",32,"Trp53",1.90014513788099,1091,"Liver","A301-Liver","A301"
"Cd19-6","f",33,"Cd19",1.18693849343469,1145,"Liver","A301-Liver","A301"
"Kpnb1-6","f",34,"Kpnb1",0.901367890568755,626,"Liver","A301-Liver","A301"
"Polr2a-6","f",35,"Polr2a",1.05393457117595,596,"Liver","A301-Liver","A301"
"Pten-6","f",36,"Pten",2.54355090220539,1903,"Liver","A301-Liver","A301"
"Cd45-6","f",37,"Cd45",0.829090909090909,532,"Liver","A301-Liver","A301"
"Trp53-7","g",38,"Trp53",1.07250821467689,816,"Liver","A301-Liver","A301"
"Cd19-7","g",39,"Cd19",0.73836101279608,452,"Liver","A301-Liver","A301"
"Kpnb1-7","g",40,"Kpnb1",0.774810095564813,527,"Liver","A301-Liver","A301"
"Polr2a-7","g",41,"Polr2a",0.665474060822898,496,"Liver","A301-Liver","A301"
"Pten-7","g",42,"Pten",3.38850574712644,2211,"Liver","A301-Liver","A301"
"Cd45-7","g",43,"Cd45",0.446280991735537,216,"Liver","A301-Liver","A301"
"Trp53-8","h",44,"Trp53",0.582458770614693,259,"Liver","A301-Liver","A301"
"Cd19-8","h",45,"Cd19",1.16312464101091,675,"Liver","A301-Liver","A301"
"Kpnb1-8","h",46,"Kpnb1",0.994256174612292,577,"Liver","A301-Liver","A301"
"Polr2a-8","h",47,"Polr2a",0.817614424410541,393,"Liver","A301-Liver","A301"
"Pten-8","h",48,"Pten",1.86229749631811,843,"Liver","A301-Liver","A301"
"Cd45-8","h",49,"Cd45",1.37026447462473,639,"Liver","A301-Liver","A301"
"Trp53-9","i",50,"Trp53",1.00428082191781,391,"Liver","A301-Liver","A301"
"Cd19-9","i",51,"Cd19",1.30134357005758,678,"Liver","A301-Liver","A301"
"Kpnb1-9","i",52,"Kpnb1",0.942379182156134,338,"Liver","A301-Liver","A301"
"Polr2a-9","i",53,"Polr2a",1.00423131170663,356,"Liver","A301-Liver","A301"
"Pten-9","i",54,"Pten",3.32386363636364,1170,"Liver","A301-Liver","A301"
"Cd45-9","i",55,"Cd45",1.63348946135831,465,"Liver","A301-Liver","A301"
"Trp53-10","j",56,"Trp53",0.353413654618474,132,"Liver","A301-Liver","A301"
"Cd19-10","j",57,"Cd19",0.511425462459195,235,"Liver","A301-Liver","A301"
"Kpnb1-10","j",58,"Kpnb1",0.259345794392523,111,"Liver","A301-Liver","A301"
"Polr2a-10","j",59,"Polr2a",0.455672068636797,239,"Liver","A301-Liver","A301"
"Pten-10","j",60,"Pten",3.28599221789883,1689,"Liver","A301-Liver","A301"
"Cd45-10","j",61,"Cd45",1.19794930219311,701,"Liver","A301-Liver","A301"
"Trp53-1","a",2,"Trp53",2.90448301565329,13638,"Crude tail","A301-Crude tail","A301"
"Cd19-1","a",3,"Cd19",1.01597344820281,35968,"Crude tail","A301-Crude tail","A301"
"Kpnb1-1","a",4,"Kpnb1",0.248458838267945,6677,"Crude tail","A301-Crude tail","A301"
"Polr2a-1","a",5,"Polr2a",0.405754325883201,6003,"Crude tail","A301-Crude tail","A301"
"Pten-1","a",6,"Pten",4.17662897145934,38780,"Crude tail","A301-Crude tail","A301"
"Cd45-1","a",7,"Cd45",0.694316163410302,5212,"Crude tail","A301-Crude tail","A301"
"Trp53-2","b",8,"Trp53",1.41974858204252,7134,"Crude tail","A301-Crude tail","A301"
"Cd19-2","b",9,"Cd19",0.987,3948,"Crude tail","A301-Crude tail","A301"
"Kpnb1-2","b",10,"Kpnb1",0.451974540720382,2083,"Crude tail","A301-Crude tail","A301"
"Polr2a-2","b",11,"Polr2a",0.199733321072233,724,"Crude tail","A301-Crude tail","A301"
"Pten-2","b",12,"Pten",5.2295755362848,17187,"Crude tail","A301-Crude tail","A301"
"Cd45-2","b",13,"Cd45",0.874931731294375,2937,"Crude tail","A301-Crude tail","A301"
"Trp53-3","c",14,"Trp53",2.37399441799376,4820,"Crude tail","A301-Crude tail","A301"
"Cd19-3","c",15,"Cd19",0.593169562612343,1485,"Crude tail","A301-Crude tail","A301"
"Kpnb1-3","c",16,"Kpnb1",0.248458838267945,6677,"Crude tail","A301-Crude tail","A301"
"Polr2a-3","c",17,"Polr2a",0.223269984041782,513,"Crude tail","A301-Crude tail","A301"
"Pten-3","c",18,"Pten",6.59708737864078,12684,"Crude tail","A301-Crude tail","A301"
"Cd45-3","c",19,"Cd45",0.829245931698373,1809,"Crude tail","A301-Crude tail","A301"
"Trp53-4","d",20,"Trp53",2.27307692307692,3940,"Crude tail","A301-Crude tail","A301"
"Cd19-4","d",21,"Cd19",1.36577913574858,2086,"Crude tail","A301-Crude tail","A301"
"Kpnb1-4","d",22,"Kpnb1",0.177191149938277,311,"Crude tail","A301-Crude tail","A301"
"Polr2a-4","d",23,"Polr2a",0.220452640402347,263,"Crude tail","A301-Crude tail","A301"
"Pten-4","d",24,"Pten",6.35542747358309,6616,"Crude tail","A301-Crude tail","A301"
"Cd45-4","d",25,"Cd45",1.125,1143,"Crude tail","A301-Crude tail","A301"
"Trp53-5","e",26,"Trp53",2.01747815230961,2424,"Crude tail","A301-Crude tail","A301"
"Cd19-5","e",27,"Cd19",1.50838481906443,1709,"Crude tail","A301-Crude tail","A301"
"Kpnb1-5","e",28,"Kpnb1",0.273438858931988,262,"Crude tail","A301-Crude tail","A301"
"Polr2a-5","e",29,"Polr2a",0.266427718040621,223,"Crude tail","A301-Crude tail","A301"
"Pten-5","e",30,"Pten",4.9476054031928,4029,"Crude tail","A301-Crude tail","A301"
"Cd45-5","e",31,"Cd45",1.21286370597243,924,"Crude tail","A301-Crude tail","A301"
"Trp53-6","f",32,"Trp53",2.86676342525399,1646,"Crude tail","A301-Crude tail","A301"
"Cd19-6","f",33,"Cd19",1.14651002073255,1106,"Crude tail","A301-Crude tail","A301"
"Kpnb1-6","f",34,"Kpnb1",0.439164866810655,305,"Crude tail","A301-Crude tail","A301"
"Polr2a-6","f",35,"Polr2a",0.291777188328912,165,"Crude tail","A301-Crude tail","A301"
"Pten-6","f",36,"Pten",3.98707952773446,2983,"Crude tail","A301-Crude tail","A301"
"Cd45-6","f",37,"Cd45",0.727792207792208,467,"Crude tail","A301-Crude tail","A301"
"Trp53-7","g",38,"Trp53",1.37217962760131,1044,"Crude tail","A301-Crude tail","A301"
"Cd19-7","g",39,"Cd19",0.882112714402396,540,"Crude tail","A301-Crude tail","A301"
"Kpnb1-7","g",40,"Kpnb1",0.394021073266356,268,"Crude tail","A301-Crude tail","A301"
"Polr2a-7","g",41,"Polr2a",0.911001788908766,679,"Crude tail","A301-Crude tail","A301"
"Pten-7","g",42,"Pten",5.55249042145594,3623,"Crude tail","A301-Crude tail","A301"
"Cd45-7","g",43,"Cd45",3.7004132231405,1791,"Crude tail","A301-Crude tail","A301"
"Trp53-8","h",44,"Trp53",1.47076461769115,654,"Crude tail","A301-Crude tail","A301"
"Cd19-8","h",45,"Cd19",1.28891441700172,748,"Crude tail","A301-Crude tail","A301"
"Kpnb1-8","h",46,"Kpnb1",0.446295232624928,259,"Crude tail","A301-Crude tail","A301"
"Polr2a-8","h",47,"Polr2a",0.671983356449376,323,"Crude tail","A301-Crude tail","A301"
"Pten-8","h",48,"Pten",2.51620029455081,1139,"Crude tail","A301-Crude tail","A301"
"Cd45-8","h",49,"Cd45",0.859899928520372,401,"Crude tail","A301-Crude tail","A301"
"Trp53-9","i",50,"Trp53",1.26883561643836,494,"Crude tail","A301-Crude tail","A301"
"Cd19-9","i",51,"Cd19",0.767754318618042,400,"Crude tail","A301-Crude tail","A301"
"Kpnb1-9","i",52,"Kpnb1",0.28996282527881,104,"Crude tail","A301-Crude tail","A301"
"Polr2a-9","i",53,"Polr2a",0.366713681241185,130,"Crude tail","A301-Crude tail","A301"
"Pten-9","i",54,"Pten",3.45738636363636,1217,"Crude tail","A301-Crude tail","A301"
"Cd45-9","i",55,"Cd45",0.976580796252927,278,"Crude tail","A301-Crude tail","A301"
"Trp53-10","j",56,"Trp53",0.506024096385542,189,"Crude tail","A301-Crude tail","A301"
"Cd19-10","j",57,"Cd19",0.524483133841132,241,"Crude tail","A301-Crude tail","A301"
"Kpnb1-10","j",58,"Kpnb1",0.257009345794392,110,"Crude tail","A301-Crude tail","A301"
"Polr2a-10","j",59,"Polr2a",0.28789323164919,151,"Crude tail","A301-Crude tail","A301"
"Pten-10","j",60,"Pten",11.1284046692607,5720,"Crude tail","A301-Crude tail","A301"
"Cd45-10","j",61,"Cd45",1.50384505838792,880,"Crude tail","A301-Crude tail","A301"
"Trp53-1","a",2,"Trp53",1.43540205072855,8866,"Crude tail","39-Crude tail","39"
"Cd19-1","a",3,"Cd19",0.880938518423301,38835,"Crude tail","39-Crude tail","39"
"Kpnb1-1","a",4,"Kpnb1",0.494843953518796,14500,"Crude tail","39-Crude tail","39"
"Polr2a-1","a",5,"Polr2a",0.604571531553179,10064,"Crude tail","39-Crude tail","39"
"Pten-1","a",6,"Pten",1.86120840630473,18421,"Crude tail","39-Crude tail","39"
"Cd45-1","a",7,"Cd45",0.772969857002064,6928,"Crude tail","39-Crude tail","39"
"Trp53-2","b",8,"Trp53",1.22455516014235,6882,"Crude tail","39-Crude tail","39"
"Cd19-2","b",9,"Cd19",0.98552036199095,4356,"Crude tail","39-Crude tail","39"
"Kpnb1-2","b",10,"Kpnb1",0.649489365689122,3466,"Crude tail","39-Crude tail","39"
"Polr2a-2","b",11,"Polr2a",0.397114976665252,1560,"Crude tail","39-Crude tail","39"
"Pten-2","b",12,"Pten",2.52284607938045,8687,"Crude tail","39-Crude tail","39"
"Cd45-2","b",13,"Cd45",1.05147249779255,3374,"Crude tail","39-Crude tail","39"
